%C4%AF+%C5%A1al%C4%AF+laikinai+dirbti+atsi%C5%B3stas+u%C5%BEsienietis%2C+kurio+nuolatin%C4%97+darbo+vieta+yra+u%C5%BEsienyje-lt = admittedTerm-admn-sts
%C4%AFgaliojimai+atlikti+patikrinimus-lt = admittedTerm-admn-sts
%C5%A1%C4%97riuotasis+vainik%C5%ABnas-lt = deprecatedTerm-admn-sts
koordinuoto+grynojo+pralaidumo+metodas-lt = preferredTerm-admn-sts
kreatinfosfokinaz%C4%97-lt = preferredTerm-admn-sts
lenktadyglio+e%C5%BEia%C5%BEvakio+ilgavaisis+por%C5%AB%C5%A1is-lt = preferredTerm-admn-sts
lydyti+gyv%C5%ABniniai+riebalai-lt = preferredTerm-admn-sts
patentin%C4%97+parai%C5%A1ka-lt = supersededTerm-admn-sts
patikrinimo+ataskaita%2C+skirta+laivo+kapitonui-lt = supersededTerm-admn-sts
pavojingoji+med%C5%BEiaga-lt = preferredTerm-admn-sts
perdirbti+pa%C5%A1ariniai+gyv%C5%ABniniai+baltymai-lt = preferredTerm-admn-sts
prekursorius-lt = admittedTerm-admn-sts
profesinis+judumas-lt = preferredTerm-admn-sts
rankinio+da%C5%BEnio+atk%C5%ABrimo+rezerv%C5%B3+suaktyvinimo+laikas-lt = preferredTerm-admn-sts
realusis+plotas-lt = admittedTerm-admn-sts
reikalaujantis+daug+darbo-lt = deprecatedTerm-admn-sts
saldus+migdolas-lt = deprecatedTerm-admn-sts
sanitarija-lt = deprecatedTerm-admn-sts
serg%C4%97jimo+%C4%AFtaisas-lt = deprecatedTerm-admn-sts
sistema+ECRIS-TCN-lt = admittedTerm-admn-sts
skai%C4%8Diavimo+centras-lt = supersededTerm-admn-sts
smailialapis+%C5%BEingis-lt = supersededTerm-admn-sts
socialinio+tinklo+svetain%C4%97-lt = preferredTerm-admn-sts
sul%C4%97tintas+neurotoksi%C5%A1kumas-lt = supersededTerm-admn-sts
taisomasis-lt = preferredTerm-admn-sts
teis%C4%97s+akt%C5%B3+svarstymas-lt = supersededTerm-admn-sts
u%C5%BE+skaitmenin%C4%99+darbotvark%C4%99+atsakingas+Komisijos+narys-lt = supersededTerm-admn-sts
vietos+vald%C5%BEia-lt = preferredTerm-admn-sts
Ekonomikos+ir+finans%C5%B3+reikal%C5%B3%2C+%C5%BEem%C4%97s+%C5%ABkio+ir+%C5%BEuvininkyst%C4%97s+direktoratas-lt = supersededTerm-admn-sts
F+generalinis+direktoratas+%28komunikacija+ir+dokument%C5%B3+tvarkymas%29-lt = supersededTerm-admn-sts
Vidaus+rinkos+derinimo+tarnybos+%28preki%C5%B3+%C5%BEenklams+ir+pramoniniam+dizainui%29+apeliacin%C4%97+taryba-lt = supersededTerm-admn-sts
ap%C5%BEi%C5%ABr%C4%97jimas-lt = admittedTerm-admn-sts
aptvaras+po+atviru+dangumi-lt = admittedTerm-admn-sts
didysis+%C4%85sotenis-lt = supersededTerm-admn-sts
gyvuli%C5%B3+pa%C5%A1aras-lt = deprecatedTerm-admn-sts
laisv%C4%97+teikti+paslaugas-lt = preferredTerm-admn-sts
naudos+ir+naudojimo+rizikos+santykis-lt = preferredTerm-admn-sts
visas+operacinis+paj%C4%97gumas-lt = preferredTerm-admn-sts
%C4%AFvaikinimas+%C5%A1eimoje-lt = admittedTerm-admn-sts
Finansini%C5%B3+paslaug%C5%B3+darbo+grup%C4%97+%28kredito+reiting%C5%B3+agent%C5%ABros%29-lt = supersededTerm-admn-sts
Helsinkio+pagrindinis+tikslas-lt = supersededTerm-admn-sts
Humanitarin%C4%97s+pagalbos+ir+civilin%C4%97s+saugos+generalinis+direktoratas-lt = supersededTerm-admn-sts
MV%C4%AE%2C+amatinink%C5%B3+ir+laisv%C5%B3j%C5%B3+profesij%C5%B3+kategorija-lt = supersededTerm-admn-sts
Pa%C5%BEangi%C5%B3j%C5%B3+mokslini%C5%B3+tyrim%C5%B3+vedlys-lt = deprecatedTerm-admn-sts
anglies+dioksido+kiekio+ma%C5%BEinimu+grind%C5%BEiamo+vystymosi+strategija-lt = admittedTerm-admn-sts
apyvartini%C5%B3+tar%C5%A1os+leidim%C5%B3+prekybos+sistema-lt = admittedTerm-admn-sts
avies+pienas-lt = deprecatedTerm-admn-sts
baigm%C4%97s+kodonas-lt = preferredTerm-admn-sts
biologinis+skaidymas-lt = preferredTerm-admn-sts
blogiausias+atvejis-lt = preferredTerm-admn-sts
buvimo+%C5%A1alyje+trukm%C4%97s+prat%C4%99simas-lt = admittedTerm-admn-sts
daugiamet%C4%97+valdymo+programa-lt = preferredTerm-admn-sts
dirbtin%C4%97+nanomed%C5%BEiaga-lt = preferredTerm-admn-sts
domen%C5%B3+vard%C5%B3+serveris-lt = preferredTerm-admn-sts
dr%C4%97kinimas+purk%C5%A1tuvais-lt = admittedTerm-admn-sts
energijos+beveik+nevartojantis+pastatas-lt = preferredTerm-admn-sts
epizootini%C5%B3+lig%C5%B3+neapimta+teritorija-lt = admittedTerm-admn-sts
frakcijos+pirmininkas-lt = preferredTerm-admn-sts
gin%C4%8Dijamas+sprendimas-lt = supersededTerm-admn-sts
grynoji+migracija-lt = preferredTerm-admn-sts
i%C5%A1samus+apib%C5%ABdinimas-lt = preferredTerm-admn-sts
kainos+suma%C5%BEinimas-lt = admittedTerm-admn-sts
krovini%C5%B3+gabenimas+keliais-lt = admittedTerm-admn-sts
kuriuo+panaikinamas+reglamentas-lt = preferredTerm-admn-sts
laivybai+tinkamas+vidaus+vanden%C5%B3+kelias-lt = preferredTerm-admn-sts
leidimas+i%C5%A1mesti+%C5%A1iltnamio+efekt%C4%85+sukelian%C4%8Dias+dujas-lt = preferredTerm-admn-sts
lempos+veikimo+trukm%C4%97-lt = admittedTerm-admn-sts
mirtingumas%2C+kurio+b%C5%ABt%C5%B3+galima+i%C5%A1vengti-lt = deprecatedTerm-admn-sts
nauja+sudedamoji+maisto+dalis-lt = preferredTerm-admn-sts
ne%C4%AFgalusis-lt = preferredTerm-admn-sts
neteis%C4%97tas+imigrantas-lt = preferredTerm-admn-sts
nukleoproteinas-lt = admittedTerm-admn-sts
pa%C5%A1aro+kiekis-lt = preferredTerm-admn-sts
pa%C5%A1aro+priedas-lt = preferredTerm-admn-sts
pakankamos+garantijos-lt = deprecatedTerm-admn-sts
palaikomoji+slauga-lt = preferredTerm-admn-sts
pardavimo+sunkumai-lt = preferredTerm-admn-sts
pavojingumo+ir+naudingumo+balansas-lt = deprecatedTerm-admn-sts
porakanopiai+gyv%C5%ABnai-lt = deprecatedTerm-admn-sts
porakanopis+gyv%C5%ABnas-lt = deprecatedTerm-admn-sts
prie%C5%BEi%C5%ABros+komitetas-lt = deprecatedTerm-admn-sts
priekinis+fal%C5%A1bortas-lt = deprecatedTerm-admn-sts
produktas+pieno+pagrindu-lt = deprecatedTerm-admn-sts
reguliavimo+priemon%C4%97-lt = deprecatedTerm-admn-sts
savos+akcijos-lt = preferredTerm-admn-sts
shochu-lt = deprecatedTerm-admn-sts
slankiojimo+priemon%C4%97-lt = deprecatedTerm-admn-sts
speltos-lt = preferredTerm-admn-sts
stabd%C5%BEi%C5%B3+diskas-lt = preferredTerm-admn-sts
tapatumo+tikrinimas-lt = deprecatedTerm-admn-sts
tenerifin%C4%97+karpa%C5%BEol%C4%97-lt = preferredTerm-admn-sts
tiesiogin%C4%97+s%C4%97ja-lt = preferredTerm-admn-sts
u%C5%BE+vidaus+reikalus+atsakingas+Komisijos+narys-lt = supersededTerm-admn-sts
u%C5%BEdelstas+neurotoksi%C5%A1kumas-lt = preferredTerm-admn-sts
vertinamoji+baigtis-lt = preferredTerm-admn-sts
viena%C5%BEiedis+vikis-lt = preferredTerm-admn-sts
viena+i%C5%A1+biud%C5%BEeto+valdymo+institucij%C5%B3-lt = preferredTerm-admn-sts
vietinis-lt = preferredTerm-admn-sts
%C4%AFsp%C4%97jimas+apie+pavoj%C5%B3+sveikatai-lt = preferredTerm-admn-sts
%C4%AFtariamas+asmuo-lt = admittedTerm-admn-sts
Amerikos+omaras-lt = supersededTerm-admn-sts
ES+vystymosi+ir+bendradarbiavimo+rezultat%C5%B3+sistema-lt = supersededTerm-admn-sts
Europos+S%C4%85jungos+socialini%C5%B3+poky%C4%8Di%C5%B3+ir+inovacij%C5%B3+programa-lt = supersededTerm-admn-sts
Europos+akademinis+kompiuteri%C5%B3+tinklas-lt = preferredTerm-admn-sts
Europos+inovacij%C5%B3+tarybos+programa+%E2%80%9EVedlys%E2%80%9C-lt = deprecatedTerm-admn-sts
Pa%C5%BEangios+energetikos+vykdomoji+%C4%AFstaiga-lt = supersededTerm-admn-sts
Protokolas+d%C4%97l+Jungtin%C4%97s+Karalyst%C4%97s+ir+Airijos+pozicijos-lt = supersededTerm-admn-sts
Rink%C5%B3+organizavimo%2C+veterinarijos+ir+zootechnikos+klausim%C5%B3%2C+%C4%AFskaitant+tarptautinius+aspektus%2C+direktoratas-lt = supersededTerm-admn-sts
Taryba+%28Konkurencingumas+%28vidaus+rinka%2C+pramon%C4%97+ir+moksliniai+tyrimai%29-lt = supersededTerm-admn-sts
Vidaus+rinkos%2C+aplinkos+ir+transporto+direktoratas-lt = supersededTerm-admn-sts
adsorbcija-lt = admittedTerm-admn-sts
analizuojama+tiriamosios+med%C5%BEiagos+koncentracija-lt = preferredTerm-admn-sts
aplinkosaugos+priemon%C4%97s-lt = preferredTerm-admn-sts
argumentuota+nuomon%C4%97-lt = supersededTerm-admn-sts
biobankas-lt = preferredTerm-admn-sts
dirvo%C5%BEemio+degradacija-lt = preferredTerm-admn-sts
duj%C5%B3+chromatografija+su+elektron%C5%B3+pagavos+detekcija-lt = preferredTerm-admn-sts
elektros+sm%C5%ABgis-lt = preferredTerm-admn-sts
forintas-lt = preferredTerm-admn-sts
fotochemin%C4%97+disociacija-lt = admittedTerm-admn-sts
gavybos+plotas-lt = preferredTerm-admn-sts
gimimo+data-lt = admittedTerm-admn-sts
globa+%C5%A1eimoje-lt = preferredTerm-admn-sts
hidrido+generavimo+atomin%C4%97s+absorbcijos+spektroskopija-lt = admittedTerm-admn-sts
integruotas+dalyko+ir+u%C5%BEsienio+kalbos+mokymas-lt = preferredTerm-admn-sts
jud%C4%97jimo+pa%C5%BEym%C4%97jimas-lt = deprecatedTerm-admn-sts
kapitalo+i%C5%A1ve%C5%BEimas-lt = preferredTerm-admn-sts
kaupviet%C4%97-lt = preferredTerm-admn-sts
keli%C5%B3+eismo+sauga-lt = admittedTerm-admn-sts
koksidioz%C4%97-lt = deprecatedTerm-admn-sts
kolektyvinio+teisi%C5%B3+gynimo+mechanizmas-lt = preferredTerm-admn-sts
konkretus+patikrinimas-lt = preferredTerm-admn-sts
kontrol%C4%97s+sritis-lt = deprecatedTerm-admn-sts
kry%C5%BEmin%C4%97+tar%C5%A1a-lt = preferredTerm-admn-sts
kvapusis+k%C4%97nis-lt = preferredTerm-admn-sts
leidimas+apsigyventi-lt = admittedTerm-admn-sts
lyginamoji+finansin%C4%97+informacija-lt = admittedTerm-admn-sts
malta+m%C4%97sa-lt = admittedTerm-admn-sts
metin%C4%97+i%C5%A1moka-lt = preferredTerm-admn-sts
minimalus+procentas-lt = deprecatedTerm-admn-sts
nacionalinis+kaimo+tinklas-lt = admittedTerm-admn-sts
naudojimasis+t%C4%97v%C5%B3+pareigomis-lt = deprecatedTerm-admn-sts
ne%C4%AFgali%C5%B3j%C5%B3+samdos+pagalba-lt = preferredTerm-admn-sts
nuotolinis+valdymas-lt = preferredTerm-admn-sts
pab%C4%97g%C4%97li%C5%B3+antpl%C5%ABdis-lt = preferredTerm-admn-sts
pakei%C4%8Diamumas-lt = preferredTerm-admn-sts
pas%C4%97lio+aprobavimas-lt = preferredTerm-admn-sts
pavyzdinis+mokslo+centras-lt = admittedTerm-admn-sts
pieno+produkt%C5%B3+tepinys-lt = deprecatedTerm-admn-sts
pirkimo+dokumentai-lt = preferredTerm-admn-sts
rinkos+organizavimo+formos-lt = admittedTerm-admn-sts
sensibilizatorius-lt = admittedTerm-admn-sts
sk%C4%97sties+kampas-lt = preferredTerm-admn-sts
skubios+pagalbos+rezervas-lt = supersededTerm-admn-sts
skubus+skerdimas-lt = admittedTerm-admn-sts
stacionarioji+globa-lt = preferredTerm-admn-sts
su+skylut%C4%97mis-lt = admittedTerm-admn-sts
susaistymas-lt = preferredTerm-admn-sts
technini%C5%B3+reikalavim%C5%B3+atitikimas-lt = admittedTerm-admn-sts
tinklo+laiko+protokolas-lt = admittedTerm-admn-sts
vandenilio+cianidas-lt = admittedTerm-admn-sts
vidaus+sien%C5%B3+neturinti+erdv%C4%97-lt = admittedTerm-admn-sts
vykdant+oficiali%C4%85j%C4%85+kontrol%C4%99-lt = preferredTerm-admn-sts
%C5%BEindoma+par%C5%A1aved%C4%97-lt = deprecatedTerm-admn-sts
%C5%BEvejojimo+lynas-lt = admittedTerm-admn-sts
Beniliukso+ekonomin%C4%97+s%C4%85junga-lt = supersededTerm-admn-sts
ENTSO-E+operacin%C4%97+duomen%C5%B3+planavimo+aplinka-lt = deprecatedTerm-admn-sts
Europos+Bendrij%C5%B3+Komisija-lt = supersededTerm-admn-sts
Europos+S%C4%85jungos+specialusis+%C4%AFgaliotinis+Sudane-lt = supersededTerm-admn-sts
Europos+policijos+biuras-lt = supersededTerm-admn-sts
Humanitarini%C5%B3+reikal%C5%B3+departamentas-lt = supersededTerm-admn-sts
Protokolas+d%C4%97l+Vidur%C5%BEemio+j%C5%ABros+apsaugos+nuo+tar%C5%A1os+i%C5%A1+sausumoje+esan%C4%8Di%C5%B3+%C5%A1altini%C5%B3-lt = supersededTerm-admn-sts
T+l%C4%85stel%C4%97+pad%C4%97j%C4%97ja-lt = admittedTerm-admn-sts
Vidur%C5%BEemio+j%C5%ABros+regiono+specialios+paskirties+darbo+grup%C4%97-lt = preferredTerm-admn-sts
akariaz%C4%97-lt = preferredTerm-admn-sts
aliejaus+i%C5%A1spaudos-lt = deprecatedTerm-admn-sts
apsaugos+priemon%C4%97-lt = preferredTerm-admn-sts
asmenin%C4%97+transporto+priemon%C4%97-lt = preferredTerm-admn-sts
bulvi%C5%B3+gumb%C5%B3+verpsti%C5%A1kumo+virusas-lt = deprecatedTerm-admn-sts
daugiamet%C4%97+Bendrijos+programa+d%C4%97l+labiau+prieinamo%2C+patogesnio+bei+tinkamesnio+naudoti+skaitmeninio+turinio+Europoje-lt = admittedTerm-admn-sts
daugiasektorin%C4%97s+pagalbos+schema-lt = supersededTerm-admn-sts
did%C5%BEiausias+pagalbos+intensyvumas-lt = preferredTerm-admn-sts
dviej%C5%B3+komponent%C5%B3+mi%C5%A1inys-lt = admittedTerm-admn-sts
funkcijos+sutrikimas-lt = preferredTerm-admn-sts
gaisrinis+siurblys-lt = preferredTerm-admn-sts
gr%C4%85%C5%BEinamosios+gamybos+i%C5%A1mokos-lt = preferredTerm-admn-sts
kain%C5%B3+teritorija-lt = preferredTerm-admn-sts
kitos+aliejingosios+s%C4%97klos-lt = preferredTerm-admn-sts
nelydimasis+kombinuotasis+ve%C5%BEimas-lt = admittedTerm-admn-sts
pa%C5%BEangusis+elektroninis+para%C5%A1as-lt = preferredTerm-admn-sts
pagalba+maistu-lt = preferredTerm-admn-sts
pagalba+moksliniams+tyrimams+ir+pl%C4%97trai-lt = preferredTerm-admn-sts
pensinio+draudimo+sistemos+dalyvis-lt = admittedTerm-admn-sts
pirmenyb%C4%97s+teis%C4%97+%C4%AFsigyti-lt = preferredTerm-admn-sts
polinomas-lt = admittedTerm-admn-sts
pur%C5%A1kal%C5%B3+dreifas-lt = deprecatedTerm-admn-sts
reprezentatyvioji+rinka-lt = supersededTerm-admn-sts
rimtas+nusi%C5%BEengimas-lt = deprecatedTerm-admn-sts
serotipas-lt = admittedTerm-admn-sts
slankiojimo+sistema-lt = deprecatedTerm-admn-sts
spar%C4%8Diai+augan%C4%8Dios+ekonomikos+%C5%A1alis-lt = deprecatedTerm-admn-sts
sutarties+sudarymas+su+tiek%C4%97ju%2C+kuris+pasi%C5%ABl%C4%97+ma%C5%BEiausi%C4%85+kain%C4%85-lt = supersededTerm-admn-sts
tapatyb%C4%97s+klastojimas-lt = preferredTerm-admn-sts
valdysena-lt = deprecatedTerm-admn-sts
%C4%AFprasto+naktinio+%C4%AFkrovimo+metodika-lt = deprecatedTerm-admn-sts
%C4%AFsp%C4%97jamasis+%C4%AFtaisas-lt = preferredTerm-admn-sts
2003+m.+vasario+18+d.+Tarybos+reglamentas+%28EB%29+Nr.+343%2F2003%2C+nustatantis+valstyb%C4%97s+nar%C4%97s%2C+atsakingos+u%C5%BE+tre%C4%8Diosios+%C5%A1alies+pilie%C4%8Dio+vienoje+i%C5%A1+valstybi%C5%B3+nari%C5%B3+pateikto+prieglobs%C4%8Dio+pra%C5%A1ymo+nagrin%C4%97jim%C4%85%2C+nustatymo+kriterijus+ir+mechanizmus-lt = supersededTerm-admn-sts
A+generalinis+direktoratas+%28personalas+ir+administracija%29-lt = supersededTerm-admn-sts
Civilin%C4%97s+teis%C4%97s+klausim%C5%B3+komitetas-lt = supersededTerm-admn-sts
ES+%C5%A0ESD+ILPS-lt = supersededTerm-admn-sts
Europos+ginkl%C5%B3+neplatinimo+nepriklausom%C5%B3+mokslini%C5%B3+institut%C5%B3+tinklas-lt = supersededTerm-admn-sts
Jungtini%C5%B3+Taut%C5%B3+Organizacijos+misija+Kongo+Demokratin%C4%97je+Respublikoje-lt = supersededTerm-admn-sts
Konkurencij%C4%85+ribojan%C4%8Dios+veiklos+ir+dominavimo+patariamasis+komitetas-lt = preferredTerm-admn-sts
Regionin%C4%97s+politikos+GD-lt = supersededTerm-admn-sts
SMA-lt = deprecatedTerm-admn-sts
Teis%C4%97tvarkos+atk%C5%ABrimo+taryba-lt = supersededTerm-admn-sts
antikinetochoro+antik%C5%ABnas-lt = admittedTerm-admn-sts
augalin%C4%97s+sultys-lt = deprecatedTerm-admn-sts
auginimo+substratas-lt = admittedTerm-admn-sts
bendra+%C5%A1ilumos+ir+elektros+energijos+gamyba-lt = preferredTerm-admn-sts
bendras+nuostoli%C5%B3+padengimo+paj%C4%97gumo+rodiklis-lt = admittedTerm-admn-sts
benzidinas-lt = preferredTerm-admn-sts
bruceli%C5%B3+antigenas-lt = preferredTerm-admn-sts
cianido+r%C5%ABg%C5%A1tis-lt = preferredTerm-admn-sts
dry%C5%BEuotasis+danio-lt = supersededTerm-admn-sts
europinis+pagrind%C5%B3+%C4%AFstatymas-lt = supersededTerm-admn-sts
fiksuotoji+suma-lt = admittedTerm-admn-sts
frezeris-lt = preferredTerm-admn-sts
gelsvasis+dipsis-lt = supersededTerm-admn-sts
greitai+u%C5%BE%C5%A1aldyta+pauk%C5%A1tiena-lt = preferredTerm-admn-sts
gyventoj%C5%B3+tankumas-lt = admittedTerm-admn-sts
gyvuli%C5%B3+vienetas-lt = deprecatedTerm-admn-sts
i%C5%A1degintas+%C4%AFspaudas-lt = admittedTerm-admn-sts
i%C5%A1imties+s%C4%85lygos-lt = preferredTerm-admn-sts
intersticin%C4%97+pneumonija-lt = admittedTerm-admn-sts
kancerogenas-lt = preferredTerm-admn-sts
komercin%C4%97+transporto+priemon%C4%97-lt = preferredTerm-admn-sts
komitologijos+proced%C5%ABra-lt = deprecatedTerm-admn-sts
mitybos+terp%C4%97-lt = admittedTerm-admn-sts
mokes%C4%8Di%C5%B3+jurisdikcij%C4%85+turintis+subjektas-lt = preferredTerm-admn-sts
nelaim%C4%97j%C4%99s+konkurso+dalyvis-lt = preferredTerm-admn-sts
pagalba+pagal+schem%C4%85-lt = preferredTerm-admn-sts
pamilt%C4%97s-lt = preferredTerm-admn-sts
parama+pagal+pa%C5%BEang%C4%85-lt = preferredTerm-admn-sts
pasaulio+ekonomikos+valdysena-lt = deprecatedTerm-admn-sts
patekimo+%C4%AF+rink%C4%85+kli%C5%ABtis-lt = admittedTerm-admn-sts
pieno+produktas-lt = admittedTerm-admn-sts
pj%C5%ABklalap%C4%97+levizija-lt = deprecatedTerm-admn-sts
pla%C4%8Diajuos%C4%8Dio+ry%C5%A1io+prieiga-lt = admittedTerm-admn-sts
registruotasis+prekiautojas-lt = preferredTerm-admn-sts
rodytuvas-lt = admittedTerm-admn-sts
ry%C5%BEi%C5%B3+malimas-lt = deprecatedTerm-admn-sts
s%C5%ABki%C5%B3+skaitiklis-lt = preferredTerm-admn-sts
santykin%C4%97+molekulin%C4%97+mas%C4%97-lt = preferredTerm-admn-sts
saugumo+patikrinimas-lt = preferredTerm-admn-sts
savisamdis-lt = admittedTerm-admn-sts
siurblio+%C4%AFleidimo+anga-lt = admittedTerm-admn-sts
sprendimas+nerengti+nuomon%C4%97s+ar+prane%C5%A1imo-lt = admittedTerm-admn-sts
tarpusavio+pripa%C5%BEinimas-lt = preferredTerm-admn-sts
teis%C4%97jo+pareig%C5%B3+pasibaigimas-lt = supersededTerm-admn-sts
tinkamos+garantijos-lt = preferredTerm-admn-sts
variklin%C4%97+transporto+priemon%C4%97-lt = admittedTerm-admn-sts
vidaus+vandens+keli%C5%B3+laivas-lt = deprecatedTerm-admn-sts
vidaus+vandens+keli%C5%B3+transportas-lt = deprecatedTerm-admn-sts
%C4%AFmirkymas-lt = preferredTerm-admn-sts
%C4%AFrodymas-lt = deprecatedTerm-admn-sts
%C5%A1arvuotasis+lynas-lt = preferredTerm-admn-sts
%C5%BEalinimas-lt = preferredTerm-admn-sts
4-asis+direktoratas+%28instituciniai+klausimai%2C+biud%C5%BEetas%2C+Tarnybos+nuostatai+ir+bylin%C4%97jimasis%29-lt = supersededTerm-admn-sts
Atsirandan%C4%8Di%C5%B3+ir+naujai+nustatom%C5%B3+sveikatos+pavoj%C5%B3+mokslinis+komitetas-lt = deprecatedTerm-admn-sts
B+cukrus-lt = supersededTerm-admn-sts
Bendrijos+%C5%BEem%C4%97s+%C5%ABkio+vald%C5%B3+tipologija-lt = supersededTerm-admn-sts
Bendrijos+rinkos+kaina-lt = admittedTerm-admn-sts
Europos+saugumo+ir+gynybos+politika-lt = supersededTerm-admn-sts
Europos+sutar%C4%8Di%C5%B3+serija-lt = supersededTerm-admn-sts
Gamboro+liga-lt = admittedTerm-admn-sts
Humanitarin%C4%97s+pagalbos+ir+civilin%C4%97s+saugos+GD-lt = supersededTerm-admn-sts
Komunikacijos+ir+dokument%C5%B3+tvarkymo+generalinis+direktoratas-lt = supersededTerm-admn-sts
Susitarimas+d%C4%97l+apsaugos+priemoni%C5%B3-lt = preferredTerm-admn-sts
Teisingumo%2C+laisv%C4%97s+ir+saugumo+GD-lt = supersededTerm-admn-sts
Vakar%C5%B3+Balkan%C5%B3+ry%C5%A1i%C5%B3+grup%C4%97-lt = supersededTerm-admn-sts
absoliutusis+antenos+stiprinimas-lt = admittedTerm-admn-sts
alternatyviu+kuru+varoma+transporto+priemon%C4%97-lt = deprecatedTerm-admn-sts
analizinis+specifi%C5%A1kumas-lt = admittedTerm-admn-sts
antrinis+panaudojimas+ir+subrogacija-lt = deprecatedTerm-admn-sts
apsauginis+galvos+apdangalas-lt = admittedTerm-admn-sts
apskaitinio+%C4%AFvertinimo+rezultatas-lt = admittedTerm-admn-sts
atgertis-lt = admittedTerm-admn-sts
bitinis+%C5%BEvilgvabalis-lt = preferredTerm-admn-sts
biud%C5%BEeto+valdymo+institucijos+padalinys-lt = deprecatedTerm-admn-sts
blokavimo+sistema-lt = deprecatedTerm-admn-sts
blukinamosios+med%C5%BEio+anglys-lt = preferredTerm-admn-sts
daigynas-lt = preferredTerm-admn-sts
derybos+be+i%C5%A1ankstinio+skelbimo+apie+pirkim%C4%85-lt = preferredTerm-admn-sts
did%C5%BEiat%C5%ABris+hidraulinis+ardymas-lt = preferredTerm-admn-sts
did%C5%BEiausias+trumpalaikis+da%C5%BEnio+nuokrypis-lt = admittedTerm-admn-sts
girdytuv%C4%97-lt = preferredTerm-admn-sts
globali+navigacijos+palydovin%C4%97+sistema-lt = admittedTerm-admn-sts
i%C5%A1mok%C4%97jimo+laikotarpis-lt = preferredTerm-admn-sts
koncentracijos+ribos-lt = admittedTerm-admn-sts
kontrada%C5%BEymas-lt = deprecatedTerm-admn-sts
lenktadygl%C4%97+p%C4%97dul%C4%97-lt = preferredTerm-admn-sts
nacionalin%C4%97+parama-lt = preferredTerm-admn-sts
neformalusis+sektorius-lt = preferredTerm-admn-sts
numanomas+atsi%C4%97mimas-lt = preferredTerm-admn-sts
pagalbos+suma-lt = preferredTerm-admn-sts
parama+vystymuisi-lt = preferredTerm-admn-sts
pastato+pirkimo+arba+nuomos+sutartis-lt = supersededTerm-admn-sts
pelaginis+porinis+tralas-lt = admittedTerm-admn-sts
politin%C4%97s+frakcijos+biuras-lt = admittedTerm-admn-sts
poodinis-lt = deprecatedTerm-admn-sts
prane%C5%A1imo+tvarka-lt = preferredTerm-admn-sts
preliminarioji+sutartis-lt = preferredTerm-admn-sts
reguliuojama+akvatorija-lt = admittedTerm-admn-sts
rizikos+ribojimo+standartas-lt = admittedTerm-admn-sts
satelitin%C4%97s+s%C4%85skaitos-lt = deprecatedTerm-admn-sts
sausas+cikorijos+ekstraktas-lt = admittedTerm-admn-sts
syvai-lt = preferredTerm-admn-sts
tarptautinis+mobilumas-lt = admittedTerm-admn-sts
tiesiogiai+vairuotojo+valdoma+vairavimo+mechanizmo+dalis-lt = preferredTerm-admn-sts
tuberkulino+m%C4%97ginys-lt = preferredTerm-admn-sts
u%C5%BE+vartotoj%C5%B3+reikal%C5%B3+politik%C4%85+atsakingas+Komisijos+narys-lt = supersededTerm-admn-sts
u%C5%BEsakomoji+vaizdo+paslauga-lt = preferredTerm-admn-sts
veikla+grind%C5%BEiamas+biud%C5%BEeto+sudarymas-lt = preferredTerm-admn-sts
veiksm%C5%B3+planas-lt = deprecatedTerm-admn-sts
vidaus+vanden%C5%B3+laivas-lt = preferredTerm-admn-sts
%C4%AFstatym%C5%B3+nustatytas+sutuoktini%C5%B3+turto+re%C5%BEimas-lt = admittedTerm-admn-sts
%C5%A1aldomasis+vagonas-lt = preferredTerm-admn-sts
%C5%A1altasis+r%C5%ABkymas-lt = preferredTerm-admn-sts
%C5%BEvejybos+traleris+%C5%A1aldytuvas-lt = admittedTerm-admn-sts
2B+skyrius+%28%C4%AFra%C5%A1%C5%B3+tvarkymas+ir+centrinis+archyvas%29-lt = supersededTerm-admn-sts
Bendrijos+augal%C5%B3+sveikatos+prie%C5%BEi%C5%ABros+re%C5%BEimas-lt = preferredTerm-admn-sts
Bendrijos+laiv%C5%B3+eismo+steb%C4%97senos+ir+informacijos+sistema-lt = supersededTerm-admn-sts
Bendrijos+vidaus+prekyba-lt = supersededTerm-admn-sts
EB+tipo+tyrimas-lt = supersededTerm-admn-sts
Kuperio+liauka-lt = admittedTerm-admn-sts
Protokolas+d%C4%97l+konvergencijos+kriterij%C5%B3%2C+nurodyt%C5%B3+Europos+bendrijos+steigimo+sutarties+121+straipsnyje-lt = supersededTerm-admn-sts
Transporto+ir+telekomunikacij%C5%B3+taryba-lt = supersededTerm-admn-sts
Vidurio+ir+Pietry%C4%8Di%C5%B3+Europos+darbo+grup%C4%97-lt = supersededTerm-admn-sts
anakardis-lt = preferredTerm-admn-sts
atnaujinta+Lisabonos+strategija-lt = admittedTerm-admn-sts
balastas-lt = admittedTerm-admn-sts
betono+pur%C5%A1kimo+ma%C5%A1ina-lt = admittedTerm-admn-sts
biochemija-lt = preferredTerm-admn-sts
biologinis+skilimas-lt = admittedTerm-admn-sts
birus+krakmolas-lt = admittedTerm-admn-sts
cos+galas-lt = admittedTerm-admn-sts
daugiaertm%C4%97+ELISA+plok%C5%A1tel%C4%97-lt = admittedTerm-admn-sts
daugiamet%C4%97+orientavimo+programa-lt = deprecatedTerm-admn-sts
